expid,mjd,fiber,wavelength,emission_line_coeff,continuum_coeff,x,y,xsig,ysig
55292,58922.22727953,100,6323.470831803449,-0.0009750079274823964,-0.0007871818504774364,915.0135744097748,1276.1158869854623,1.138223404604447,1.1863144686899423
55293,58922.22810238,100,6323.470831803449,-0.000948546215677637,-0.0007520744160320891,915.0184595022367,1276.1149201779056,1.1387403183894051,1.1864918620717353
55492,58923.56230229,100,6323.470831803449,-0.0003811664155296546,-0.0004313795376733598,914.9522459477948,1276.1029082995262,1.1394991352231978,1.1879263900210022
55493,58923.5631267,100,6323.470831803449,-8.606871422489615e-05,-0.00036303306126894697,914.951450614124,1276.1158108131294,1.1395043891004037,1.1885300838049904
55494,58923.56395585,100,6323.470831803449,-0.00020626615278307447,-0.00015518878418852022,914.9535551719428,1276.1102413697595,1.1396828147437732,1.1871602007168807
55495,58923.5649465,100,6323.470831803449,-0.00032921291707144196,-0.00013038072930593447,914.9536055559897,1276.109775929705,1.1399159446417242,1.1864926406986087
55496,58923.56577204,100,6323.470831803449,-0.000873651588488511,-0.00023876544616396878,914.952465971001,1276.1103841700483,1.1393172836630898,1.1861365985590084
55519,58923.58502585,100,6323.470831803449,-0.00029764919214214647,-0.00046585915217467466,914.9553131724507,1276.111152571065,1.139122922608817,1.1880711366195325
55520,58923.58588517,100,6323.470831803449,-0.00022820360357656,-0.0005160349413614318,914.9561906911814,1276.1134577096968,1.1384688764369566,1.1882023532349968
55521,58923.58670971,100,6323.470831803449,-0.00044251208393475405,-0.0005689013144581923,914.9536236463157,1276.1159154309134,1.1391805369826273,1.1881394376627281
55522,58923.58755218,100,6323.470831803449,-0.0010354874633676792,-0.00043339102580797206,914.9567019158329,1276.114278924309,1.1399140959774385,1.1855350956550854
55523,58923.58837298,100,6323.470831803449,-0.0009780647296685485,-0.00030233061039453,914.9529754260011,1276.1159157324514,1.1396834251101615,1.1849499866843662
55705,58924.54365178,100,6323.470831803449,-0.001480857426302551,-0.0018269285736640661,914.8914757202436,1276.1300831353142,1.1386064112869232,1.188541269427661
55706,58924.54449413,100,6323.470831803449,-0.001707885937539677,-0.0015268934806745849,914.8935935531749,1276.1300052562142,1.1388673044239543,1.1869347769172829
